15:02.3	0
23:49.1	0
55:40.6	0
59:17.1	1
00:37.2	0
00:53.2	0
1:02	0
4:01	0
4:17	0
4:18	0
4:19	0
11:22	0
0.505555556	0
12:15	0
0.640972222	0
0.668055556	0
17:30	0
18:03	1
0.828472222	0
23:10	0
23:13	0
1	0
1.002083333	0
1.08	0
1.1	1
1.1031	1
1.11	1
1.13	1
1.15	1
1.16	1
1.19	0
1.2	1
1.218055556	0
1.25	1
1.27	1
1.272222222	0
1.274	1
1.28	0
1.31	1
1.32	0
1.33	1
1.340972222	0
1.351	1
1.36	1
1.37	1
1.38	1
1.396527778	0
1.41	1
1.42	1
1.425694444	0
1.44	1
1.451	1
1.469	1
1.5	1
1.6	1
1.61	1
1.629861111	0
1.630555556	0
1.72	1
42:01:00	0
42:25:00	0
1.9	1
1.977	0
1.995833333	0
2	0
2.12	1
2.2	1
2.230555556	0
2.286805556	0
2.312	1
2.33	1
59:04:00	0
2.514	0
2.516	0
3	0
3.125	1
3.131	0
3.134	1
3.152	1
3.19	1
3.191	1
3.212	1
3.22	1
3.4	1
3.5	1
3.603	1
3.7	1
3.85	1
4	0
4.04	1
4.2	1
5	0
5	0
5.4	0
5.49	1
6	0
6.1	1
6.2	1
6.5	1
7	0
7.1	1
7.135	0
7.209	0
7.3	0
8.01	0
8.104	0
8.1115	1
8.112	1
8.3	1
8.679	1
9	0
9.01	0
9.02	1
9.03	1
9.11	0
9.14	1
9.2	1
9.22	1
9.3	1
9.33	1
9.406	1
9.672	0
10	1
261:01:00	0
265:22:00	0
265:33:00	0
11.07	1
11.42	1
12	1
12.01	1
12.09	1
12.14	1
12.19	1
12.28	1
12.31	1
12.35	1
12.35	1
12.38	1
12.39	1
12.42	1
12.44	1
12.44	1
12.45	1
12.51	1
13	1
13.21	1
14	1
14.004	1
14.156	1
15.01	1
15.206	1
15.4	1
15.504	1
17	1
18.9	1
19	1
19.36	1
21.3021	1
22.01	1
24.01	1
24.017	1
25.03	1
25.4	1
26.012	1
26.1	1
27.005	1
28.1	1
28.424	1
30.006	0
30.3	1
31.5	1
31.7	1
32	1
32.01	1
32.1	1
32.31	1
33	1
33.01	1
33.1	1
33.3	1
33.43	1
34	1
34.01	1
37	1
37.9	1
38.001	1
38.02	1
38.03	1
38.06	1
38.1	1
38.23	1
39.0136	0
39.522	1
40	1
41	1
41.0115	0
41.1395	0
42	1
42	1
43.5	1
44	1
44.102	1
44.103	1
44.302	1
45	1
45.031	1
46.0111	0
46.02	1
46.2	1
47	1
48.031	0
48.035	1
49	1
49.325	1
50	1
51.002	1
51.035	1
52.02	1
52.07	1
52.12	1
52.229	1
53.208	0
54	1
54	1
54.1	1
55	1
55.509	1
56	1
56.085	0
56.1	1
57	1
57.1	1
59.03	1
60	1
60.01	1
60.02	1
61	1
61.07	1
61.075	1
61.14	1
62	1
63	1
64.04	1
65	1
68.065	0
69.081	1
70.22	1
71	0
72	1
74.04	1
74.051	0
77.07	1
78.065	0
79.01	1
81	1
82	1
82.04	1
83.06	1
83.48	1
83.51	1
83.53	1
83.57	1
83.6	1
85.22	1
85.23	1
86	1
87	1
87.146	1
87.226	0
88.11	1
90.201	1
90.202	1
90.203	1
90.401	1
90.402	1
90.403	1
90.404	1
90.502	1
90.503	1
90.504	1
90.507	1
90.61	1
90.702	1
90.801	1
90.802	1
90.804	1
92.142	0
92.251	1
92.5	1
95.11	1
100.1	1
100.18	1
100.47	1
101	1
102.29	1
103	1
104	1
106	1
107	1
109	1
110	1
110.03	1
110.1	1
112	1
113.085	0
115.001	1
117.1	1
119	1
119.021	0
119.12	1
120	1
120.05	1
120.6	1
121	1
124.34	1
125.445	1
128	1
128.5	1
131	0
135.748	1
136	1
137.073	0
138	1
139.21	1
141	1
141.206	1
143.5	1
145	1
148.3	1
148.6	1
151.007	0
151.077	0
151.105	0
151.131	0
152	1
152.202	1
153	1
153.031	1
159.01	1
162	1
163.556	1
164.26	1
165	1
166.15	1
167	1
168	1
168.118	1
169	1
169.121	1
170	1
170.1	1
170.1	1
170.56	1
171.06	1
172	1
174.02	1
175	1
177.5	1
178	1
179.32	1
180	1
182	1
182.1	1
186.054	0
186.056	0
190.46	1
190.8	1
193.6	0
195	1
195.05	1
195.205	1
196.012	0
197.122	1
197.3632	0
197.552	0
198	1
198.21	1
199.4	1
199.5	1
200.4	1
200.508	1
200.82	0
201	1
202.27	1
202.7	1
205	1
209	1
209.01	1
210.125	0
210.95	1
211	1
212	1
213	1
213.111	1
214	1
220.03	1
221	1
222.11	1
224	1
225	1
226.76	1
231	1
232	1
234.3	1
236	1
237.3	1
238	1
240	1
240.007	1
240.26	1
242	1
243.07	0
243.4	1
244	1
245	1
251.051	0
253	1
255	1
255.04	0
257.625	1
261	1
265.02	1
271.9051	0
273	1
274	1
278	1
286.011	0
287.02	0
287.041	0
288.4	1
290	1
290.11	1
292	1
301	1
301.01	1
301.046	0
301.2	1
301.6434	0
302	1
302.309	1
302.574	0
303.39	1
305	1
307.4	1
310	1
311.042	0
313.04	1
316	1
316.072	0
316.122	1
316.126	0
316.13	1
316.301	1
316.401	1
319.61	1
321	1
321.38	1
322.212	0
324.01	0
324.021	0
326	1
328	1
333.01	1
333.7401	1
337.1	1
337.403	1
342	1
342.73	1
343	1
345.39	1
346.63	1
350	1
351	1
352	0
353	1
356.21	1
359	1
360.297	0
361	1
361.5	1
362	1
363	1
365	1
366.26	1
367.842	0
368	1
375.1007	0
376.1218	1
376.82	1
377	1
377.3	1
377.41	1
377.6	1
379	1
379.321	0
379.882	0
382.08	0
383.015	0
383.016	0
387	1
393.146	1
393.32	1
395	1
395.5	1
400.506	0
401	1
401	1
401.03	1
401.2101	1
402	0
403	1
403.04	1
403.211	1
403.27	1
404	1
404.1527	1
404.97	1
405	1
406	1
406.0165	0
407	1
408	1
409.9	1
411.31	1
412	1
413	1
414	1
414.295	0
415	1
415.1111	0
424	1
424.15	1
425.15	1
425.16	1
427	1
429.12	1
430.1	1
430.41	1
430.5	1
432.102	1
433.318	0
440	1
440.192	0
440.205	1
440.34	1
440.39	1
440.812	0
440.892	0
447.532	1
447.536	0
448.102	0
452.31	1
452.375	1
452.377	0
455	1
456.073	0
457	1
458.347	0
459	1
465	1
470	1
473	1
473.097	0
475	1
475.255	1
481	1
483	1
483.15	1
484	1
484.02	1
487	1
490.065	0
490.2	1
491.28	1
496	1
500	1
500.3159	1
500.3172	0
500.9	1
501	1
501.171	1
501.204	1
502	1
504	1
505.86	1
508.01	1
510.09	1
510.265	0
510.3	1
511	1
513	1
513.38	1
513.43	1
514	1
514.17	1
514.26	1
515.5	1
516.105	1
516.35	1
518.13	1
518.18	1
523	1
523.02	1
525.11	1
526	1
527	1
527.01	1
528	1
530.5	1
530.55	1
537.058	0
537.065	0
537.34	1
537.6	1
538.21	1
538.225	1
541.04	1
542.335	0
542.402	0
546.24	1
550	1
551.053	0
551.054	0
558.003	0
558.1	1
559.715	0
559.905	0
559.917	0
560.108	1
560.21	1
560.253	0
561.17	1
563.03	1
565.054	0
566.06	0
566.093	0
570.151	1
570.223	1
571.03	0
572.051	0
573.062	0
577.01	1
577.06	1
579.02	0
581.185	0
586	1
594	1
595.02	0
597.1	1
600	1
600.2591	0
600.328	0
600.5807	0
600.6023	1
602	1
603	1
605.0411	0
605.0602	0
605.0905	0
606	1
607	1
607.1406	0
607.167	0
608	1
609	1
609.5	1
610	1
610.14	1
610.4	1
615	1
624.155	1
627.361	0
627.4091	0
627.4137	0
627.4265	0
627.427	0
627.6675	0
627.7011	0
627.7015	0
627.744	0
633	1
633.356	0
633.5	1
637	1
643	1
646.9	1
647	1
652.15	1
655.017	0
655.73	1
664	1
667	1
667.5	1
667.61	1
670	1
670.208	0
671.205	1
672.316	0
672.61	1
673.3011	0
676.2	1
677.4	1
679.504	0
682.02	1
682.08	0
682.405	1
684.11	1
689.01	1
690.3	1
691.401	1
695.01	1
697.01	1
697.34	1
700.4	1
700.5501	0
701	1
701.02	1
702	1
702.015	0
703	1
704.395	0
707	1
708	1
709.116	1
709.2105	0
709.2116	0
711	1
711.008	0
713.01	1
713.06	0
713.16	0
713.346	0
713.3471	0
713.58	1
713.78	1
715	1
715.07	1
718	1
718.111	1
718.112	1
718.1124	0
718.113	0
718.116	1
718.117	1
718.121	1
718.1255	1
718.203	1
718.303	1
719.108	1
720.303	1
720.3032	0
720.3035	0
720.3085	0
720.30851	0
720.317	0
722	1
722.23	1
726.105	1
731.14	1
731.15	1
731.302	1
731.51	1
732.108	1
732.401	1
733	0
733.106	0
733.301	0
733.401	0
733.504	1
733.617	0
733.704	0
733.802	0
735.051	0
736.0303	0
736.0813	0
736.1001	1
736.1018	0
739.104	0
742.045	0
743.01	1
743.015	0
743.047	0
744.301	0
744.3215	0
744.334	0
744.444	0
750	1
751	1
752.406	1
754	1
756.568	0
760	1
762.11	1
766.102	1
766.103	1
767.225	0
767.43	0
768.0415	0
768.0755	0
768.21	1
768.23	1
768.25	1
768.28	1
768.31	1
768.36	1
768.73	1
768.76	1
768.81	1
771	1
772.103	1
775.082	1
775.084	0
775.087	0
775.15	1
776.012	0
776.032	0
777.201	0
777.22	1
778.21	1
784.045	0
784.048	0
784.0485	0
785.11	1
786.0755	0
790.08	0
791.041	1
791.12	1
799	1
800	1
800.01	1
801	1
803.05	1
804	1
804.12	1
806.02	0
806.13	1
807.02	0
809.23	1
810.08	0
810.09	1
814.04	0
815.045	1
817.03	0
817.234	0
817.52	1
817.61	1
820.2	1
821	1
824.103	1
827.03	0
827.04	0
828.073	1
830	1
830.31	1
831.09	0
838.21	0
843	0
843.01	0
847.0135	1
849	1
850	1
851.91	1
853.03	1
856	1
856.015	0
856.022	0
859	1
872	1
872.21	1
893.0356	0
893.105	0
893.13	1
893.51	1
893.54	1
897	1
898	1
901	1
904.01	1
904.03	1
904.04	1
905	1
907	1
908.045	1
911	1
911.2	1
917.1	1
919.7	1
921.0026	0
924.06	0
924.07	0
925	1
934	1
934.03	1
934.215	0
941	1
941.03	0
948	1
948.06	1
954	1
955.11	1
965	1
966	1
985.215	0
989	1
991.2166	0
995	1
998	1
1002	1
1005	1
1006	1
1007	1
1008	1
1009.21	1
1012.81	0
1019	1
1021	1
1024.38	1
1024.41	1
1026	1
1028	1
1029.8	1
1031	1
1032	1
1035.2	1
1035.3	1
1043	1
1048	1
1050	1
1054	1
1060	1
1062	1
1085	1
1090	1
1094.5	1
1099	1
1100	1
1101	1
1108	1
1110	1
1111	1
1111.02	1
1112	1
1127	1
1129	1
1140	1
1145	1
1161	1
1170.1	1
1170.12	1
1197.5	1
1202.4	1
1203.2	1
1203.3	1
1219	1
1231	1
1240	1
1250	1
1278.5	1
1285	1
1288	1
1300.71	0
1301.13	1
